company_id,company_name,company_segment,industry,month,department,company_size,licensed_users,active_users,adoption_rate,word_actions_month,outlook_actions_month,teams_actions_month,excel_actions_month,app_mix_score,avg_hours_saved_per_user_month,loaded_hourly_cost_usd,license_cost_per_user_month_usd,license_cost_month_usd,enablement_cost_month_usd,gross_value_month_usd,waste_license_cost_month_usd,net_value_month_usd,roi_percent_month,adoption_maturity_band,expansion_recommendation_flag,waste_flag
1,Northstar Labs 01,Market Leader,Finance,2026-02,HR,19628,2224,2020,0.9083,149480,676700,357540,539340,853.0,4.58,66.61,31,68944,12139.27,559915.16,6324,478831.89,694.52,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-02,Operations,19628,1132,882,0.7792,163170,233730,29988,57330,549.0,7.74,55.04,31,35092,8534.31,292729.99,7750,249103.68,709.86,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-02,Engineering,19628,3433,2368,0.6898,149184,921152,646464,101824,768.0,3.73,116.55,31,106423,26972.73,709582.04,33015,576186.31,541.41,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-02,Customer Support,19628,1601,1321,0.8251,435930,305151,684278,153236,1195.0,7.81,89.3,31,49631,12068.24,760186.59,8680,698487.36,1407.36,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-02,Legal,19628,2852,2412,0.8457,685008,593352,207432,323208,750.0,5.67,79.27,31,88412,8443.44,917126.63,13640,820271.19,927.78,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Sales,19628,1838,1131,0.6153,40716,208104,68991,306501,552.0,3.56,69.88,31,56978,5600.44,173108.99,21917,110530.55,193.99,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Marketing,19628,2001,1167,0.5832,491307,299919,511146,252072,1332.0,8.8,85.72,31,62031,5478.07,513433.42,25854,445924.35,718.87,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Finance,19628,814,560,0.688,196000,36400,31360,119840,685.0,6.2,98.77,31,25234,5073.98,236108.61,7874,205800.64,815.57,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,HR,19628,2145,1297,0.6047,332032,184174,612184,59662,916.0,5.55,66.93,31,66495,9395.85,291189.7,26288,215298.85,323.78,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Operations,19628,2948,1633,0.5539,661365,222088,179630,352728,867.0,9.9,117.98,31,91388,13727.86,1056953.66,40765,951837.8,1041.53,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Engineering,19628,1094,609,0.5567,256389,253344,156513,93786,1248.0,6.04,72.24,31,33914,4649.01,148015.25,15035,109452.24,322.73,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Customer Support,19628,3951,2908,0.736,142492,904388,1166108,828780,1046.0,6.55,74.29,31,122481,7491.98,1042026.26,32333,912053.28,744.65,Medium,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-03,Legal,19628,1079,763,0.7071,213640,42728,350980,78589,899.0,8.6,58.7,31,33449,2099.07,272404.31,9796,236856.24,708.11,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Sales,19628,2725,2279,0.8363,139019,521891,822719,676863,948.0,6.57,57.58,31,84475,13347.29,721044.07,13826,623221.78,737.76,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Marketing,19628,2582,1959,0.7587,338907,487791,364374,88155,653.0,4.29,98.66,31,80042,4029.34,629556.83,19313,545485.49,681.5,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Finance,19628,2309,1262,0.5466,249876,63100,599450,167846,856.0,6.24,63.61,31,71579,9009.55,273569.66,32457,192981.12,269.61,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,HR,19628,1186,895,0.7546,21480,318620,396485,260445,1114.0,7.65,97.51,31,36766,4086.91,503252.99,9021,462400.08,1257.68,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Operations,19628,2896,1617,0.5584,257103,257103,540078,185955,767.0,3.26,90.96,31,89776,17852.33,267439.96,39649,159811.63,178.01,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Engineering,19628,1209,729,0.603,48843,247131,175689,108621,796.0,6.65,110.0,31,37479,2159.96,321613.97,14880,281975.01,752.35,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Customer Support,19628,1182,1004,0.8494,308228,19076,82328,46184,454.0,3.9,100.87,31,36642,9033.83,335516.83,5518,289841.0,791.01,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-04,Legal,19628,1966,1031,0.5244,42271,177332,217541,28868,452.0,5.3,82.94,31,60946,14436.36,237533.82,28985,162151.46,266.06,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Sales,19628,985,788,0.8,78012,107168,367996,71708,793.0,8.07,95.34,31,30535,7727.66,484976.92,6107,446714.26,1462.96,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Marketing,19628,3294,1756,0.5331,755080,626892,820052,237060,1389.0,7.05,115.5,31,102114,10653.58,762023.72,47678,649256.14,635.82,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Finance,19628,2116,1761,0.8322,449055,341634,318741,218364,754.0,7.47,108.08,31,65596,6240.09,1183632.89,11005,1111796.8,1694.92,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,HR,19628,2211,1377,0.6228,385560,301563,512244,388314,1153.0,3.7,77.82,31,68541,8075.62,246718.41,25854,170101.79,248.18,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Operations,19628,795,490,0.6164,159250,116130,98490,82320,931.0,7.42,57.49,31,24645,3447.57,128957.54,9455,100864.97,409.27,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Engineering,19628,2541,2139,0.8418,611754,620310,804264,231012,1060.0,3.57,83.34,31,78771,9827.16,536470.49,12462,447872.32,568.58,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Customer Support,19628,842,540,0.6413,93420,147960,98820,117180,847.0,5.39,101.78,31,26102,3048.2,190014.08,9362,160863.88,616.29,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-05,Legal,19628,2506,1484,0.5922,161756,489720,468944,240408,917.0,6.74,103.63,31,77686,10373.56,613446.27,31682,525386.71,676.3,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Sales,19628,1178,1043,0.8854,380695,129332,298298,260750,1025.0,6.29,83.72,31,36518,7844.63,486081.12,4185,441718.48,1209.59,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Marketing,19628,3526,2948,0.8361,197516,1176252,427460,489368,777.0,4.93,95.25,31,109306,10437.54,1158455.73,17918,1038712.19,950.28,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Finance,19628,833,562,0.6747,130384,189394,179278,60134,995.0,6.46,59.73,31,25823,5138.98,146446.05,8401,115484.07,447.21,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,HR,19628,1520,968,0.6368,71632,399784,234256,116160,849.0,7.97,110.93,31,47120,4017.76,544719.35,17112,493581.59,1047.5,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Operations,19628,3157,1891,0.599,813130,476532,692106,527589,1327.0,4.96,84.67,31,97867,25007.55,476122.99,39246,353248.44,360.95,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Engineering,19628,2686,2489,0.9267,1107605,734255,629717,221521,1082.0,7.12,87.81,31,83266,17012.48,1441252.88,6107,1340974.4,1610.47,High,Yes,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Customer Support,19628,1609,1087,0.6756,369580,148919,179355,253271,875.0,7.37,88.88,31,49879,3223.86,481187.75,16182,428084.89,858.25,Medium,No,No
1,Northstar Labs 01,Market Leader,Finance,2026-06,Legal,19628,1182,832,0.7039,312000,77376,321152,97344,971.0,5.56,70.03,31,36642,2266.47,228219.93,10850,189311.46,516.65,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-01,Sales,262,27,13,0.4815,2782,3367,364,2444,689.0,5.13,55.62,30,810,92.91,1738.05,420,835.14,103.1,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-01,Marketing,262,26,15,0.5769,1980,3960,2055,2205,680.0,4.2,56.99,30,780,112.66,2113.51,330,1220.85,156.52,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-01,Finance,262,15,8,0.5333,680,2664,2384,168,737.0,2.99,43.7,30,450,110.93,536.76,210,-24.16,-5.37,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-01,HR,262,31,7,0.2258,1071,1463,1344,812,670.0,3.81,32.27,30,930,138.12,198.28,720,-869.85,-93.53,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-01,Operations,262,23,7,0.3043,1820,168,2856,1988,976.0,5.64,58.4,30,690,42.29,745.76,480,13.48,1.95,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-01,Engineering,262,35,8,0.2286,1168,936,3632,144,735.0,5.01,26.24,30,1050,193.85,234.72,810,-1009.13,-96.11,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-01,Customer Support,262,16,4,0.25,832,400,1340,264,709.0,5.7,35.25,30,480,104.89,197.16,360,-387.73,-80.78,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-01,Legal,262,15,7,0.4667,1484,1526,3549,763,1046.0,5.81,61.32,30,450,29.91,1162.97,240,683.06,151.79,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Sales,262,23,14,0.6087,4326,5810,644,2590,955.0,5.49,29.84,30,690,114.15,1384.84,270,580.69,84.16,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Marketing,262,24,13,0.5417,3133,2600,4550,3159,1034.0,1.52,44.61,30,720,146.34,475.64,330,-390.7,-54.26,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Finance,262,26,18,0.6923,4806,4554,4464,2610,913.0,2.97,46.53,30,780,93.47,1747.88,240,874.41,112.1,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,HR,262,20,7,0.35,2534,1463,1379,154,790.0,3.79,47.79,30,600,94.26,444.0,390,-250.26,-41.71,Low,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Operations,262,19,7,0.3684,1127,2093,210,1904,762.0,2.49,48.85,30,570,145.59,330.67,360,-384.92,-67.53,Low,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Engineering,262,15,7,0.4667,1897,1708,3010,112,961.0,5.19,50.84,30,450,31.57,846.0,240,364.42,80.98,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Customer Support,262,17,6,0.3529,1422,2376,1836,1062,1116.0,4.08,46.24,30,510,64.38,412.26,330,-162.11,-31.79,Low,No,No
2,Greenfield Collective 02,SMB,Media,2026-02,Legal,262,21,7,0.3333,2870,2576,833,742,1003.0,4.48,54.72,30,630,61.04,557.85,420,-133.18,-21.14,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-03,Sales,262,42,19,0.4524,2584,3781,2204,3078,613.0,2.44,32.76,30,1260,66.86,700.79,690,-626.07,-49.69,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-03,Marketing,262,23,16,0.6957,6480,4256,1232,224,762.0,4.23,30.05,30,690,120.32,1392.85,210,582.53,84.42,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-03,Finance,262,23,7,0.3043,3080,336,1610,1813,977.0,1.96,44.11,30,690,45.58,176.4,480,-559.18,-81.04,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-03,HR,262,22,6,0.2727,480,1800,2496,1326,1017.0,3.8,64.76,30,660,119.7,403.92,480,-375.78,-56.94,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-03,Operations,262,30,14,0.4667,3346,2394,4424,532,764.0,3.47,59.41,30,900,163.88,1326.63,480,262.76,29.2,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-03,Engineering,262,42,13,0.3095,1404,3861,819,1144,556.0,2.57,31.28,30,1260,63.73,316.5,870,-1007.23,-79.94,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-03,Customer Support,262,24,8,0.3333,2016,408,3008,1016,806.0,2.7,53.12,30,720,180.13,395.49,480,-504.65,-70.09,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-03,Legal,262,38,20,0.5263,7020,1820,9800,2880,1076.0,5.57,46.78,30,1140,261.18,2759.94,540,1358.76,119.19,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-04,Sales,262,15,8,0.5333,2976,1360,3064,1712,1139.0,3.8,29.97,30,450,114.41,488.07,210,-76.34,-16.96,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-04,Marketing,262,25,6,0.24,888,168,426,750,372.0,1.65,37.89,30,750,193.81,83.69,570,-860.12,-114.68,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-04,Finance,262,38,24,0.6316,960,9720,9888,2328,954.0,6.31,35.78,30,1140,173.21,3407.68,420,2094.47,183.73,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-04,HR,262,37,10,0.2703,660,2550,2030,2170,741.0,4.3,44.67,30,1110,135.66,520.3,810,-725.37,-65.35,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-04,Operations,262,37,13,0.3514,5668,5252,3978,338,1172.0,4.33,62.81,30,1110,164.89,1201.04,720,-73.84,-6.65,Low,No,No
2,Greenfield Collective 02,SMB,Media,2026-04,Engineering,262,17,11,0.6471,3916,3212,2871,2409,1128.0,3.33,64.52,30,510,31.49,1509.71,180,968.22,189.85,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-04,Customer Support,262,27,11,0.4074,957,1782,2739,2816,754.0,3.02,35.68,30,810,61.81,495.98,480,-375.83,-46.4,Low,No,No
2,Greenfield Collective 02,SMB,Media,2026-04,Legal,262,44,13,0.2955,871,1690,5915,858,718.0,2.25,47.09,30,1320,197.97,409.44,930,-1108.53,-83.98,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-05,Sales,262,37,19,0.5135,4959,2641,4902,5510,948.0,3.53,58.39,30,1110,90.29,2053.92,540,853.63,76.9,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-05,Marketing,262,15,8,0.5333,1856,1512,4024,2136,1191.0,1.84,55.91,30,450,48.55,443.15,210,-55.4,-12.31,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-05,Finance,262,15,9,0.6,2232,2610,2448,1656,994.0,4.31,59.61,30,450,54.91,1342.15,180,837.24,186.05,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-05,HR,262,32,20,0.625,4320,2680,9260,4360,1031.0,6.19,34.55,30,960,57.08,2677.92,360,1660.84,173.0,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-05,Operations,262,37,21,0.5676,2037,5628,10878,546,909.0,3.4,57.83,30,1110,85.86,2345.38,480,1149.52,103.56,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-05,Engineering,262,38,9,0.2368,243,3456,882,1953,726.0,4.67,61.42,30,1140,272.12,605.76,870,-806.36,-70.73,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-05,Customer Support,262,32,18,0.5625,1098,3294,8298,5058,986.0,2.79,40.9,30,960,127.04,1140.02,420,52.98,5.52,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-05,Legal,262,21,11,0.5238,3773,4015,5456,1705,1359.0,4.67,27.74,30,630,167.65,775.48,300,-22.17,-3.52,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-06,Sales,262,18,10,0.5556,340,380,1910,360,299.0,5.33,52.76,30,540,61.32,1512.29,240,910.96,168.7,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-06,Marketing,262,17,8,0.4706,480,2616,3760,1624,1060.0,4.4,31.8,30,510,93.98,541.94,270,-62.04,-12.16,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-06,Finance,262,19,5,0.2632,120,1265,2430,775,918.0,3.31,35.21,30,570,112.18,164.57,420,-517.61,-90.81,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-06,HR,262,15,6,0.4,888,1488,2742,972,1015.0,4.32,41.97,30,450,41.92,421.26,270,-70.66,-15.7,Low,No,No
2,Greenfield Collective 02,SMB,Media,2026-06,Operations,262,21,7,0.3333,1197,182,3143,1470,856.0,4.17,64.71,30,630,68.97,624.8,420,-74.16,-11.77,Low,No,Yes
2,Greenfield Collective 02,SMB,Media,2026-06,Engineering,262,30,18,0.6,2988,7416,7812,2250,1137.0,1.78,44.87,30,900,163.38,853.18,360,-210.2,-23.36,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-06,Customer Support,262,21,11,0.5238,4939,935,3806,627,937.0,4.85,51.37,30,630,154.81,1454.53,300,669.71,106.3,Medium,No,No
2,Greenfield Collective 02,SMB,Media,2026-06,Legal,262,27,12,0.4444,2052,2184,4884,2640,980.0,4.39,28.61,30,810,71.32,659.21,450,-222.11,-27.42,Low,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Sales,7603,1064,815,0.766,47270,70905,334965,100245,679.0,6.29,50.76,31,32984,7544.73,199154.58,7719,158625.85,480.92,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Marketing,7603,1220,1015,0.832,27405,152250,303485,72065,547.0,6.65,84.53,31,37820,5436.45,474612.02,6355,431355.57,1140.55,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Finance,7603,1003,676,0.674,93964,173056,25012,199420,727.0,7.95,50.42,31,31093,3642.94,182668.74,10137,147932.8,475.78,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,HR,7603,921,640,0.6949,50560,55040,30720,17280,240.0,5.36,77.46,31,28551,3203.58,184648.03,8711,152893.45,535.51,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Operations,7603,576,460,0.7986,184000,170660,234140,130640,1564.0,3.2,78.52,31,17856,2433.21,92405.48,3596,72116.27,403.88,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Engineering,7603,807,487,0.6035,79381,15097,184086,95939,769.0,3.03,65.41,31,25017,2350.19,58384.8,9920,31017.62,123.99,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Customer Support,7603,588,342,0.5816,119700,67716,19152,72162,815.0,7.58,90.08,31,18228,1936.42,136023.26,7626,115858.84,635.61,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-01,Legal,7603,1514,1171,0.7734,35130,46840,500017,208438,675.0,2.74,76.97,31,46934,4667.96,191273.08,10633,139671.12,297.59,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Sales,7603,621,455,0.7327,85540,187005,45500,4095,708.0,3.33,88.48,31,19251,2050.72,98167.63,5146,76865.91,399.28,Medium,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Marketing,7603,1560,1001,0.6417,87087,22022,208208,129129,446.0,6.09,88.32,31,48360,8310.97,345108.68,17329,288437.72,596.44,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Finance,7603,213,101,0.4742,25149,41713,21210,27270,1142.0,4.26,48.18,31,6603,1141.43,9825.45,3472,2081.02,31.52,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,HR,7603,589,396,0.6723,68904,98604,140184,9108,800.0,7.3,77.95,31,18259,1116.37,151292.55,5983,131917.18,722.48,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Operations,7603,681,477,0.7004,29097,85383,160272,39591,659.0,5.84,48.67,31,21111,1312.24,94894.18,6324,72470.94,343.29,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Engineering,7603,546,352,0.6447,88704,96096,117568,80256,1087.0,4.92,71.53,31,16926,1170.98,79947.22,6014,61850.23,365.42,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Customer Support,7603,1126,773,0.6865,194023,101263,182428,139913,799.0,7.18,55.75,31,34906,7744.88,212187.02,10943,169536.13,485.69,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-02,Legal,7603,715,393,0.5497,145803,101001,23187,21222,741.0,3.91,92.68,31,22165,4938.16,78218.07,9982,51114.91,230.61,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Sales,7603,368,275,0.7473,51700,98450,23925,59950,851.0,5.7,73.08,31,11408,1397.81,85640.58,2883,72834.77,638.45,Medium,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Marketing,7603,1032,794,0.7694,158800,53992,254080,211998,855.0,7.37,75.02,31,31992,2975.05,338102.28,7378,303135.23,947.53,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Finance,7603,769,357,0.4642,111741,46410,156366,81039,1108.0,6.87,83.13,31,23839,5378.01,94584.7,12772,65367.69,274.2,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,HR,7603,1436,958,0.6671,425352,354460,154238,21076,997.0,5.18,91.45,31,44516,3838.0,302713.44,14818,254359.44,571.39,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Operations,7603,852,475,0.5575,106875,23750,46075,10925,395.0,2.81,73.32,31,26412,1786.15,54630.55,11687,26432.4,100.08,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Engineering,7603,721,435,0.6033,134850,139200,29580,14790,732.0,3.18,61.22,31,22351,1810.63,51000.52,8866,26838.9,120.08,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Customer Support,7603,761,345,0.4534,80040,53130,46575,93150,791.0,4.82,75.35,31,23591,1704.5,56881.35,12896,31585.85,133.89,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-03,Legal,7603,591,410,0.6937,91020,131610,21730,4510,607.0,5.44,47.27,31,18321,1671.79,73061.58,5611,53068.79,289.66,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Sales,7603,1158,713,0.6157,61318,149017,211761,89125,717.0,3.16,66.53,31,35898,5502.47,92174.87,13795,50774.4,141.44,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Marketing,7603,1260,649,0.5151,38291,113575,207031,147323,780.0,6.25,45.94,31,39060,6586.14,95943.12,18941,50296.97,128.77,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Finance,7603,914,489,0.535,164304,122250,220050,94377,1229.0,2.48,85.07,31,28334,1894.58,55142.3,13175,24913.72,87.93,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,HR,7603,944,711,0.7532,137223,91008,138645,66834,610.0,5.21,60.51,31,29264,1884.66,168979.04,7223,137830.37,470.99,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Operations,7603,892,510,0.5717,178500,45900,73950,30600,645.0,6.47,92.91,31,27652,2187.08,175089.27,11842,145250.19,525.28,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Engineering,7603,454,378,0.8326,102816,95256,155358,111888,1231.0,5.51,83.64,31,14074,2923.4,145089.09,2356,128091.7,910.13,High,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Customer Support,7603,844,626,0.7417,213466,110176,63852,145858,852.0,6.22,88.21,31,26164,1640.62,254809.24,6758,227004.63,867.62,Medium,Yes,No
3,Brightforge Systems 03,Unicorn,Technology,2026-04,Legal,7603,610,371,0.6082,93121,12614,20034,72716,535.0,2.82,60.52,31,18910,4212.68,38467.84,7409,15345.16,81.15,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-05,Sales,7603,1326,883,0.6659,375275,347019,426489,25607,1330.0,5.23,72.72,31,41106,5865.25,223658.86,13733,176687.61,429.83,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-05,Marketing,7603,1145,628,0.5485,45216,119320,244920,32028,703.0,4.58,48.09,31,35495,5472.61,75863.85,16027,34896.24,98.31,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-05,Finance,7603,350,208,0.5943,43680,33072,46384,45136,809.0,4.95,52.94,31,10850,2286.91,32433.18,4402,19296.27,177.85,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-05,HR,7603,704,473,0.6719,102641,75680,72842,39732,615.0,4.12,72.9,31,21824,2581.46,95498.81,7161,71093.34,325.76,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-05,Operations,7603,668,374,0.5599,121176,140998,188870,19074,1257.0,8.29,64.6,31,20708,2346.2,112084.97,9114,89030.77,429.93,Medium,No,No
3,Brightforge Systems 03,Unicorn,Technology,2026-05,Engineering,7603,710,529,0.7451,195730,150236,38088,118496,950.0,6.8,81.94,31,22010,3411.67,219613.63,5611,194191.96,882.29,Medium,Yes,No
